surface,reading
出掛ける,でかける
自然体,しぜんたい
悪戯,いたずら
脱ぎ,ぬぎ
高等裁判所,こうとうさいばんしょ
未読,みどく
謀,はかりごと
日当たり,ひあたり
平年,へいねん
院内,いんない
送り出す,おくりだす
山川,やまかわ
帰し,かえし
盆栽,ぼんさい
定率,ていりつ
農作業,のうさぎょう
熱血,ねっけつ
珠,たま
不払い,ふばらい
同乗,どうじょう
スギ,すぎ
亜鉛,あえん
トラスト,とらすと
マッカーシー,まっかーしー
ファクス,ふぁくす
ケタ,けた
極める,きわめる
隔週,かくしゅう
アットホーム,あっとほーむ
思ひ,おもひ
横顔,よこがお
客層,きゃくそう
移設,いせつ
スンニ,すんに
金具,かなぐ
べた,べた
たえ,たえ
コネクタ,こねくた
思い当たる,おもいあたる
徴税,ちょうぜい
組曲,くみきょく
破局,はきょく
言い出し,いいだし
半身,はんしん
釈,しゃく
性教育,せいきょういく
ピクニック,ぴくにっく
追いつめ,おいつめ
８つ,８つ
タップ,たっぷ
打ち明け,うちあけ
ブランク,ぶらんく
ヤンキース,やんきーす
ともなっ,ともなっ
揃う,そろう
代々木,よよぎ
シンドラー,しんどらー
大介,だいすけ
圏外,けんがい
弱み,よわみ
ムチ,むち
断行,だんこう
松戸,まつど
稲作,いなさく
充てる,あてる
ヴェルディ,ゔぇるでぃ
とめる,とめる
のぞき,のぞき
輝かしい,かがやかしい
首尾,しゅび
叶わ,かなわ
漁港,ぎょこう
組成,そせい
ブルーベリー,ぶるーべりー
卵子,らんし
月光,げっこう
大竹,おおたけ
刺客,しかく
日夜,にちや
浅,あさ
ナチ,なち
ペルシャ,ぺるしゃ
即答,そくとう
眠れる,ねむれる
転居,てんきょ
つぐ,つぐ
草木,くさき
別世界,べつせかい
締めくくり,しめくくり
誓う,ちかう
来期,らいき
同省,どうしょう
ソフトボール,そふとぼーる
遠回り,とおまわり
ブロードウェイ,ぶろーどうぇい
アドバンス,あどばんす
明子,あきこ
一辺倒,いっぺんとう
ツイ,つい
カッパ,かっぱ
散髪,さんぱつ
疲弊,ひへい
加護,かご
脈,みゃく
早けれ,はやけれ
桑原,くわはら
多摩川,たまかわ
年会,ねんかい
上回り,うわまわり
萩,はぎ
維新,いしん
ホンモノ,ほんもの
同い年,おないどし
松野,まつの
ほどなく,ほどなく
周到,しゅうとう
カーリング,かーりんぐ
プランナー,ぷらんなー
訴状,そじょう
ファイター,ふぁいたー
日成,にっせい
蟲,むし
だるい,だるい
向上心,こうじょうしん
ニューロン,にゅーろん
満々,まんまん
照合,しょうごう
ゆず,ゆず
保坂,ほさか
身振り,みぶり
追い越し,おいこし
共働き,ともばたらき
関連付け,かんれんつけ
ＩＰ,あいぴー
ボウリング,ぼうりんぐ
あさって,あさって
そのうえで,そのうえで
呼び出す,よびだす
昼夜,ちゅうや
飛び交う,とびかう
スペクトル,すぺくとる
称,しょう
描画,びょうが
コンパ,こんぱ
薬事,やくじ
パラグアイ,ぱらぐあい
客船,きゃくせん
ムーブメント,むーぶめんと
ＢＢＳ,びーびーえす
グラフィックス,ぐらふぃっくす
くだされ,くだされ
やりくり,やりくり
引き返し,ひきかえし
禁物,きんもつ
エロス,えろす
定説,ていせつ
贔屓,ひいき
紙袋,かみぶくろ
仙人,せんにん
雅彦,まさひこ
東京湾,とうきょうわん
新鋭,しんえい
浴場,よくじょう
ココア,ここあ
差す,さす
全う,まっとう
オマエ,おまえ
乗り切る,のりきる
痩せる,やせる
パレット,ぱれっと
乳首,ちくび
悲しむ,かなしむ
青島,ちんたお
やめろ,やめろ
トイレットペーパー,といれっとぺーぱー
羽田空港,はたくうこう
お化け,おばけ
曇り空,くもりぞら
あやふや,あやふや
ボランチ,ぼらんち
潜水,せんすい
パウエル,ぱうえる
繰り広げる,くりひろげる
植え付け,うえつけ
シワ,しわ
要項,ようこう
センサ,せんさ
意気,いき
深呼吸,しんこきゅう
アルツハイマー,あるつはいまー
英明,ひであき
備忘録,びぼうろく
じいさん,じいさん
ばたばた,ばたばた
水彩,すいさい
黒川,くろかわ
繋ぎ,つなぎ
ボトム,ぼとむ
荒い,あらい
しぐさ,しぐさ
調律,ちょうりつ
映,えい
レセプション,れせぷしょん
チャック,ちゃっく
先決,せんけつ
不適当,ふてきとう
後続,こうぞく
野沢,のざわ
駒場,こまば
浴槽,よくそう
裸足,はだし
一喜一憂,いっきいちゆう
のばし,のばし
ずるずる,ずるずる
自業自得,じごうじとく
消息,しょうそく
燕,えん
ジュゴン,じゅごん
まゆ,まゆ
がれ,がれ
ウナギ,うなぎ
ブライダル,ぶらいだる
決別,けつべつ
幻影,げんえい
等身,とうしん
験,げん
定刻,ていこく
敬虔,けいけん
足す,たす
前任,ぜんにん
姓名,せいめい
トリプル,とりぷる
ソバ,そば
分かん,わかん
功名,こうみょう
若葉,わかば
一般に,いっぱんに
和男,かずお
裏打ち,うらうち
ホルン,ほるん
真髄,しんずい
ねじれ,ねじれ
勝ち取っ,かちとっ
動態,どうたい
森永,もりなが
アラーム,あらーむ
市営,しえい
盲導犬,もうどうけん
たらし,たらし
超人,ちょうじん
北斗,ほくと
無所属,むしょぞく
カボチャ,かぼちゃ
ふるい,ふるい
不向き,ふむき
ナトリウム,なとりうむ
落差,らくさ
除名,じょめい
ルーター,るーたー
三世,さんせい
ブイ,ぶい
おおいに,おおいに
アリゾナ,ありぞな
乗り切っ,のりきっ
家禽,かきん
天文台,てんもんだい
駅員,えきいん
ケミスト,けみすと
榊原,さかきばら
合議,ごうぎ
同義,どうぎ
称賛,しょうさん
散らばっ,ちらばっ
無礼,ぶれい
パウダー,ぱうだー
シュール,しゅーる
ひっ,ひっ
真性,しんせい
シェルター,しぇるたー
トカゲ,とかげ
スピルバーグ,すぴるばーぐ
ハマス,はます
眺望,ちょうぼう
びっしり,びっしり
長袖,ながそで
あてる,あてる
恋する,こいする
朝顔,あさがお
ナンシー,なんしー
中華人民共和国,ちゅうかじんみんきょうわこく
白菜,はくさい
俊一,しゅんいち
コンタクトレンズ,こんたくとれんず
ＭＬ,えむえる
近似,きんじ
胴体,どうたい
達者,たっしゃ
グルグル,ぐるぐる
狸,たぬき
ルミ,るみ
思う存分,おもうぞんぶん
弁解,べんかい
非線形,ひせんけい
音頭,おんど
医大,いだい
球界,きゅうかい
長蛇,ちょうだ
万物,ばんぶつ
際限,さいげん
ＴＥＬ,てる
まろ,まろ
オフライン,おふらいん
エスニック,えすにっく
譲ら,ゆずら
お供,おとも
ブレインセラーズ,ぶれいんせらーず
教務,きょうむ
張り紙,はりがみ
終章,しゅうしょう
チェリー,ちぇりー
こだま,こだま
大脳,だいのう
Ｘ線,Ｘせん
孔子,こうし
今どき,いまどき
シスター,しすたー
ハット,はっと
よみ,よみ
偏在,へんざい
復権,ふっけん
井川,いがわ
併せて,あわせて
任用,にんよう
謝り,あやまり
Communication,Communication
見逃さ,みのがさ
お気づき,おきづき
揺ら,ゆら
ヴィクトリア,ゔぃくとりあ
聖心,せいしん
ホッケー,ほっけー
寸,すん
遡っ,さかのぼっ
煙突,えんとつ
ナッツ,なっつ
取り込ま,とりこま
読み込ん,よみこん
悪性,あくせい
遭い,あい
恭,きょう
トライアングル,とらいあんぐる
垂れ流し,たれながし
赤道,せきどう
さや,さや
当る,あたる
パラレル,ぱられる
無気力,むきりょく
大当たり,おおあたり
エンジョイ,えんじょい
法然,ほうねん
別府,べっぷ
ぶつける,ぶつける
いたずらに,いたずらに
卓上,たくじょう
遊び心,あそびごころ
妨,ぼう
脱ぐ,ぬぐ
斜,しゃ
京阪,けいはん
上段,じょうだん
ストロー,すとろー
次ぎ,つぎ
メチャクチャ,めちゃくちゃ
頑,がん
埋蔵,まいぞう
こよなく,こよなく
近寄っ,ちかよっ
しょっ,しょっ
信夫,しのぶ
勲,くん
臨海,りんかい
あがら,あがら
ブラブラ,ぶらぶら
ヨシミ,よしみ
臭く,くさく
高卒,こうそつ
訴追,そつい
スラッシュ,すらっしゅ
掛け声,かけごえ
石けん,せっけん
岩盤,がんばん
四角,しかく
水俣病,みなまたびょう
郁,かおる
祈念,きねん
大筋,おおすじ
絵の具,えのぐ
美貌,びぼう
薬害,やくがい
長屋,ながや
見出せ,みだせ
未払い,みはらい
世相,せそう
スキーマ,すきーま
一路,いちろ
曙,あけぼの
委譲,いじょう
宣戦,せんせん
ホールド,ほーるど
蘇っ,よみがえっ
がま,がま
業法,ぎょうほう
奏し,そうし
アクティビティ,あくてぃびてぃ
ダニー,だにー
安達,あだち
モンロー,もんろー
圭一,けいいち
くつろい,くつろい
ヒューストン,ひゅーすとん
昼前,ひるまえ
不注意,ふちゅうい
檻,おり
実生活,じつせいかつ
火傷,やけど
園内,えんない
一説,いっせつ
生クリーム,なまくりーむ
幼虫,ようちゅう
軍需,ぐんじゅ
ＩＳＯ,あいえすおー
下関,しものせき
哲夫,てつお
欠乏,けつぼう
ピーナッツ,ぴーなっつ
週休,しゅうきゅう
たかし,たかし
稚拙,ちせつ
遣い,つかい
快調,かいちょう
ぽい,ぽい
電鉄,でんてつ
入れ歯,いれば
月例,げつれい
ルック,るっく
ミイラ,みいら
憧れる,あこがれる
晴れる,はれる
塗ら,ぬら
四谷,よつや
倒さ,たおさ
染料,せんりょう
暖め,あたため
忘却,ぼうきゃく
総量,そうりょう
曲がり角,まがりかど
同棲,どうせい
漂わ,ただよわ
白山,はくさん
米田,よねだ
害虫,がいちゅう
ラブストーリー,らぶすとーりー
御苦労,ごくろう
中央線,ちゅうおうせん
美意識,びいしき
偉業,いぎょう
編み,あみ
いらっしゃら,いらっしゃら
定まっ,さだまっ
とげ,とげ
つかの間,つかのま
ロイ,ろい
過小,かしょう
ブチ,ぶち
およぶ,およぶ
援,えん
見覚え,みおぼえ
海上保安庁,かいじょうほあんちょう
満期,まんき
参政,さんせい
停戦,ていせん
左腕,さわん
さげ,さげ
美輪,みわ
水深,すいしん
前売り,まえうり
安らか,やすらか
バングラデシュ,ばんぐらでしゅ
ウィトゲンシュタイン,うぃとげんしゅたいん
特大,とくだい
鳴,なる
頸,くび
マギー,まぎー
懺悔,ざんげ
ちゃあ,ちゃあ
飯島,いいじま
考え直す,かんがえなおす
抜擢,ばってき
誓約,せいやく
いじる,いじる
ルーチン,るーちん
捻出,ねんしゅつ
持ち上げる,もちあげる
自室,じしつ
嘘つき,うそつき
授け,さずけ
俊彦,としひこ
生ビール,なまびーる
リーダ,りーだ
文具,ぶんぐ
不一致,ふいっち
満面,まんめん
合える,あえる
一対一,いちたいいち
タイアップ,たいあっぷ
来春,らいしゅん
誇示,こじ
グリム,ぐりむ
をもちまして,をもちまして
転々,てんてん
流産,りゅうざん
稜,りょう
小包,こづつみ
すれ違っ,すれちがっ
聴講,ちょうこう
かんがえ,かんがえ
中道,ちゅうどう
減収,げんしゅう
アバウト,あばうと
手取り,てどり
デバッグ,でばっぐ
侵食,しんしょく
境目,さかいめ
放た,はなた
歩兵,ふひょう
バーコード,ばーこーど
おおい,おおい
ヒカル,ひかる
振り分け,ふりわけ
カートリッジ,かーとりっじ
外せ,はずせ
荘厳,そうごん
窒息,ちっそく
ぴあ,ぴあ
光沢,こうたく
るい,るい
駆け込み,かけこみ
